Ville,Lien,Allocataires CAF,Bénéficiaires du RSA, - bénéficiaires du RSA majoré, - bénéficiaires du RSA socle,Bénéficiaires de l'aide au logement, - bénéficiaires de l'APL (aide personnalisée au logement), - bénéficiaires de l'ALF (allocation de logement à caractère familial), - bénéficiaires de l'ALS (allocation de logement à caractère social), - bénéficiaires de l'Allocation pour une location immobilière, - bénéficiaires de l'Allocation pour un achat immobilier,Bénéficiaires des allocations familiales, - bénéficiaires du complément familial, - bénéficiaires de l'allocation de soutien familial, - bénéficiaires de l'allocation de rentrée scolaire,Médecins généralistes,Masseurs-kinésithérapeutes,Dentistes,Infirmiers,Spécialistes ORL,Ophtalmologistes,Dermatologues,Sage-femmes,Pédiatres,Gynécologues,Pharmacies,Urgences,Ambulances,Etablissements de santé de court séjour,Etablissements de santé de moyen séjour,Etablissements de santé de long séjour,Etablissement d'accueil du jeune enfant,Maisons de retraite,Etablissements pour enfants handicapés,Etablissements pour adultes handicapés,Bénéficiaires de la PAJE, - bénéficiaires de l'allocation de base, - bénéficiaires du complément mode de garde pour une assistante maternelle, - bénéficiaires du complément de libre choix d'activité (CLCA ou COLCA), - bénéficiaires de la prime naissance ou adoption,nbre allocataires (2009),nbre allocataires (2010),nbre allocataires (2011),nbre allocataires (2012),nbre allocataires (2013),nbre allocataires (2014),nbre allocataires (2015),nbre allocataires (2016),nbre allocataires (2017),nbre allocataires (2018),nbre allocataires (2019),nbre allocataires (2020),nbre RSA (2009),nbre RSA (2010),nbre RSA (2011),nbre RSA (2012),nbre RSA (2013),nbre RSA (2014),nbre RSA (2015),nbre RSA (2016),nbre RSA (2017),nbre RSA (2018),nbre RSA (2019),nbre RSA (2020),nbre APL (2009),nbre APL (2010),nbre APL (2011),nbre APL (2012),nbre APL (2013),nbre APL (2014),nbre APL (2015),nbre APL (2016),nbre APL (2017),nbre APL (2018),nbre APL (2019),nbre APL (2020),nbre Alloc Familiales (2009),nbre Alloc Familiales (2010),nbre Alloc Familiales (2011),nbre Alloc Familiales (2012),nbre Alloc Familiales (2013),nbre Alloc Familiales (2014),nbre Alloc Familiales (2015),nbre Alloc Familiales (2016),nbre Alloc Familiales (2017),nbre Alloc Familiales (2018),nbre Alloc Familiales (2019),nbre Alloc Familiales (2020)
Bassevelle (77750),https://www.journaldunet.com/management/ville/bassevelle/ville-77024/sante-social,48.0,5.0,nc,nc,6.0,nc,5.0,nc,6.0,5.0,22.0,5.0,nc,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,7.0,5.0,nc,37.0,40.0,44.0,41.0,42.0,40.0,38.0,44.0,46.0,47.0,47.0,48.0,,,,,,,,,,,,,9.0,10.0,9.0,8.0,5.0,7.0,10.0,8.0,11.0,11.0,9.0,6.0,27.0,32.0,30.0,29.0,30.0,25.0,22.0,22.0,25.0,26.0,26.0,22.0
Beauvoir (77390),https://www.journaldunet.com/management/ville/beauvoir/ville-77029/sante-social,31.0,5.0,nc,nc,,,,,,,13.0,nc,nc,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,nc,nc,5.0,nc,24.0,22.0,25.0,25.0,26.0,27.0,22.0,25.0,30.0,30.0,30.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,14.0,13.0,11.0,13.0,13.0,13.0,13.0,15.0,14.0,14.0,13.0
Balloy (77118),https://www.journaldunet.com/management/ville/balloy/ville-77019/sante-social,46.0,nc,nc,nc,6.0,6.0,nc,nc,nc,nc,23.0,5.0,nc,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10.0,5.0,nc,39.0,40.0,37.0,43.0,48.0,43.0,40.0,41.0,38.0,39.0,44.0,46.0,,,,,,,,,,,,,8.0,8.0,8.0,9.0,11.0,9.0,8.0,6.0,7.0,7.0,6.0,,27.0,27.0,26.0,25.0,28.0,24.0,26.0,23.0,24.0,27.0,27.0,23.0
Boissise-la-Bertrand (77350),https://www.journaldunet.com/management/ville/boissise-la-bertrand/ville-77039/sante-social,158.0,6.0,nc,nc,47.0,29.0,9.0,9.0,42.0,5.0,77.0,6.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,17.0,14.0,5.0,nc,112.0,121.0,148.0,153.0,152.0,144.0,135.0,146.0,143.0,142.0,145.0,158.0,9.0,8.0,10.0,11.0,7.0,10.0,10.0,5.0,6.0,6.0,6.0,6.0,42.0,39.0,69.0,68.0,67.0,57.0,50.0,50.0,51.0,52.0,47.0,47.0,54.0,64.0,62.0,64.0,70.0,72.0,71.0,70.0,77.0,77.0,77.0,77.0
Blandy (77115),https://www.journaldunet.com/management/ville/blandy/ville-77034/sante-social,105.0,6.0,nc,nc,19.0,nc,11.0,nc,9.0,5.0,52.0,5.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,14.0,5.0,nc,84.0,80.0,72.0,71.0,73.0,74.0,81.0,92.0,94.0,94.0,100.0,105.0,5.0,5.0,,,,5.0,9.0,7.0,,,6.0,,14.0,10.0,6.0,6.0,5.0,6.0,17.0,16.0,16.0,15.0,19.0,19.0,53.0,51.0,46.0,45.0,47.0,47.0,50.0,56.0,54.0,56.0,56.0,52.0
Bombon (77720),https://www.journaldunet.com/management/ville/bombon/ville-77044/sante-social,115.0,6.0,nc,nc,14.0,6.0,8.0,7.0,5.0,6.0,62.0,8.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,19.0,15.0,7.0,nc,102.0,108.0,112.0,118.0,114.0,109.0,109.0,110.0,102.0,104.0,100.0,115.0,,7.0,6.0,6.0,9.0,10.0,10.0,6.0,,5.0,,6.0,15.0,11.0,10.0,18.0,17.0,22.0,18.0,19.0,13.0,14.0,11.0,14.0,69.0,75.0,78.0,80.0,82.0,79.0,82.0,77.0,69.0,61.0,61.0,62.0
Buthiers (77760),https://www.journaldunet.com/management/ville/buthiers/ville-77060/sante-social,90.0,7.0,nc,nc,12.0,nc,8.0,9.0,7.0,5.0,51.0,8.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,13.0,8.0,nc,70.0,70.0,77.0,77.0,78.0,78.0,88.0,84.0,76.0,77.0,82.0,90.0,,,,,,6.0,15.0,6.0,8.0,8.0,7.0,7.0,10.0,7.0,10.0,11.0,15.0,16.0,17.0,19.0,15.0,16.0,14.0,12.0,52.0,54.0,52.0,56.0,56.0,53.0,51.0,49.0,47.0,55.0,55.0,51.0
Boutigny (77470),https://www.journaldunet.com/management/ville/boutigny/ville-77049/sante-social,107.0,6.0,nc,nc,9.0,nc,5.0,nc,6.0,5.0,62.0,5.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,19.0,5.0,nc,94.0,94.0,85.0,85.0,97.0,93.0,85.0,93.0,91.0,92.0,97.0,107.0,7.0,6.0,5.0,6.0,12.0,11.0,12.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,9.0,5.0,8.0,6.0,11.0,10.0,10.0,10.0,8.0,9.0,69.0,71.0,62.0,63.0,68.0,66.0,57.0,55.0,55.0,57.0,57.0,62.0
Chalautre-la-Grande (77171),https://www.journaldunet.com/management/ville/chalautre-la-grande/ville-77072/sante-social,110.0,12.0,5.0,7.0,28.0,13.0,13.0,5.0,21.0,7.0,64.0,20.0,10.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,8.0,6.0,nc,93.0,96.0,98.0,104.0,93.0,92.0,94.0,97.0,101.0,103.0,102.0,110.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,10.0,10.0,9.0,12.0,32.0,30.0,33.0,28.0,30.0,31.0,28.0,28.0,31.0,31.0,33.0,28.0,71.0,74.0,76.0,76.0,72.0,70.0,70.0,64.0,64.0,65.0,65.0,64.0
Cesson (77240),https://www.journaldunet.com/management/ville/cesson/ville-77067/sante-social,1807.0,115.0,16.0,99.0,488.0,381.0,61.0,46.0,437.0,51.0,1021.0,176.0,88.0,373.0,8.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,285.0,237.0,87.0,37.0,15.0,1056.0,1132.0,1236.0,1318.0,1349.0,1428.0,1463.0,1573.0,1658.0,1674.0,1704.0,1807.0,60.0,78.0,103.0,116.0,115.0,135.0,165.0,98.0,102.0,104.0,127.0,115.0,193.0,221.0,316.0,373.0,386.0,402.0,406.0,420.0,491.0,503.0,480.0,488.0,784.0,825.0,865.0,920.0,941.0,975.0,986.0,1015.0,1034.0,1050.0,1050.0,1021.0
Brou-sur-Chantereine (77177),https://www.journaldunet.com/management/ville/brou-sur-chantereine/ville-77055/sante-social,977.0,115.0,17.0,91.0,404.0,244.0,98.0,62.0,389.0,15.0,460.0,88.0,79.0,314.0,10.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,173.0,157.0,38.0,13.0,8.0,644.0,677.0,668.0,679.0,663.0,701.0,725.0,798.0,818.0,830.0,907.0,977.0,91.0,112.0,109.0,119.0,128.0,129.0,140.0,117.0,108.0,109.0,113.0,115.0,280.0,307.0,311.0,315.0,284.0,332.0,323.0,343.0,361.0,364.0,390.0,404.0,306.0,329.0,315.0,326.0,341.0,359.0,398.0,410.0,435.0,456.0,456.0,460.0
Melun (77000),https://www.journaldunet.com/management/ville/melun/ville-77288//sante-social,10984.0,2109.0,331.0,1778.0,6302.0,3912.0,918.0,1472.0,6145.0,157.0,3407.0,913.0,791.0,2759.0,45.0,39.0,28.0,53.0,6.0,12.0,4.0,7.0,5.0,4.0,12.0,2.0,5.0,3.0,2.0,1.0,11.0,4.0,2.0,1.0,1896.0,1752.0,322.0,75.0,59.0,8595.0,8681.0,8643.0,8781.0,8925.0,9135.0,9094.0,9627.0,9821.0,10033.0,10205.0,10984.0,1823.0,1993.0,2000.0,2167.0,2348.0,2558.0,2692.0,1880.0,1962.0,2016.0,2035.0,2109.0,5801.0,5777.0,5788.0,5849.0,5989.0,6054.0,5975.0,5936.0,6061.0,6208.0,6251.0,6302.0,2957.0,2972.0,2918.0,2963.0,2979.0,3073.0,3133.0,3194.0,3289.0,3357.0,3357.0,3407.0
Chartrettes (77590),https://www.journaldunet.com/management/ville/chartrettes/ville-77096/sante-social,343.0,27.0,nc,nc,58.0,8.0,18.0,32.0,51.0,6.0,182.0,10.0,9.0,44.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,39.0,35.0,8.0,nc,286.0,301.0,299.0,294.0,298.0,290.0,290.0,317.0,312.0,315.0,321.0,343.0,13.0,16.0,16.0,22.0,28.0,26.0,24.0,21.0,23.0,21.0,22.0,27.0,52.0,56.0,60.0,55.0,63.0,58.0,54.0,55.0,50.0,54.0,57.0,58.0,193.0,189.0,188.0,183.0,188.0,183.0,186.0,191.0,188.0,187.0,187.0,182.0
Chamigny (77260),https://www.journaldunet.com/management/ville/chamigny/ville-77078/sante-social,194.0,11.0,nc,nc,23.0,6.0,13.0,5.0,10.0,13.0,111.0,21.0,9.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44.0,23.0,10.0,nc,137.0,141.0,147.0,144.0,153.0,145.0,157.0,157.0,151.0,155.0,164.0,194.0,5.0,7.0,10.0,16.0,17.0,13.0,17.0,14.0,13.0,14.0,15.0,11.0,23.0,26.0,21.0,21.0,24.0,23.0,29.0,27.0,21.0,22.0,24.0,23.0,92.0,98.0,100.0,97.0,104.0,97.0,103.0,100.0,99.0,102.0,102.0,111.0
Chaumes-en-Brie (77390),https://www.journaldunet.com/management/ville/chaumes-en-brie/ville-77107/sante-social,547.0,39.0,6.0,29.0,106.0,35.0,42.0,29.0,92.0,14.0,280.0,29.0,16.0,105.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,95.0,44.0,9.0,5.0,409.0,414.0,397.0,392.0,402.0,412.0,399.0,444.0,444.0,450.0,493.0,547.0,45.0,42.0,55.0,45.0,52.0,43.0,42.0,32.0,29.0,30.0,35.0,39.0,113.0,116.0,96.0,94.0,105.0,107.0,93.0,94.0,92.0,93.0,103.0,106.0,243.0,242.0,238.0,236.0,237.0,248.0,255.0,256.0,270.0,280.0,280.0,280.0
Champs-sur-Marne (77420),https://www.journaldunet.com/management/ville/champs-sur-marne/ville-77083/sante-social,6147.0,553.0,64.0,489.0,3262.0,2064.0,269.0,929.0,3198.0,64.0,2134.0,439.0,350.0,1226.0,17.0,16.0,16.0,11.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,819.0,711.0,180.0,68.0,22.0,4423.0,4498.0,4662.0,4612.0,4795.0,4855.0,4955.0,5316.0,5389.0,5574.0,5635.0,6147.0,502.0,522.0,529.0,611.0,669.0,729.0,746.0,532.0,510.0,526.0,537.0,553.0,2283.0,2384.0,2553.0,2455.0,2662.0,2686.0,2786.0,2836.0,2917.0,3078.0,3135.0,3262.0,2047.0,2040.0,2022.0,2061.0,2065.0,2062.0,2092.0,2116.0,2123.0,2139.0,2139.0,2134.0
Combs-la-Ville (77380),https://www.journaldunet.com/management/ville/combs-la-ville/ville-77122/sante-social,4235.0,445.0,80.0,365.0,1535.0,1050.0,300.0,185.0,1413.0,122.0,2007.0,416.0,283.0,1050.0,16.0,11.0,13.0,16.0,1.0,1.0,2.0,3.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,769.0,659.0,264.0,67.0,17.0,3294.0,3356.0,3517.0,3532.0,3620.0,3683.0,3672.0,3865.0,3890.0,3930.0,3925.0,4235.0,375.0,447.0,468.0,525.0,578.0,644.0,622.0,419.0,389.0,395.0,399.0,445.0,1430.0,1439.0,1522.0,1528.0,1542.0,1569.0,1531.0,1551.0,1547.0,1588.0,1537.0,1535.0,1765.0,1827.0,1886.0,1878.0,1932.0,1962.0,2002.0,2006.0,2030.0,2007.0,2007.0,2007.0
Dammartin-sur-Tigeaux (77163),https://www.journaldunet.com/management/ville/dammartin-sur-tigeaux/ville-77154/sante-social,182.0,8.0,nc,nc,17.0,nc,10.0,nc,12.0,5.0,116.0,14.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,45.0,45.0,6.0,nc,110.0,123.0,130.0,145.0,146.0,147.0,151.0,156.0,166.0,165.0,170.0,182.0,6.0,6.0,7.0,6.0,7.0,9.0,7.0,,5.0,5.0,8.0,8.0,9.0,14.0,14.0,15.0,14.0,15.0,14.0,9.0,16.0,17.0,20.0,17.0,86.0,93.0,98.0,102.0,106.0,108.0,108.0,108.0,115.0,117.0,117.0,116.0
Chevrainvilliers (77760),https://www.journaldunet.com/management/ville/chevrainvilliers/ville-77112/sante-social,36.0,nc,nc,nc,,,,,,,20.0,nc,nc,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,nc,6.0,nc,nc,19.0,22.0,25.0,25.0,21.0,21.0,21.0,26.0,29.0,28.0,32.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,16.0,16.0,14.0,11.0,11.0,9.0,12.0,18.0,20.0,20.0,20.0
Crécy-la-Chapelle (77580),https://www.journaldunet.com/management/ville/crecy-la-chapelle/ville-77142/sante-social,795.0,62.0,6.0,56.0,206.0,50.0,76.0,80.0,180.0,26.0,377.0,51.0,38.0,165.0,32.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,137.0,107.0,67.0,8.0,5.0,606.0,613.0,605.0,590.0,614.0,631.0,618.0,659.0,707.0,716.0,732.0,795.0,41.0,52.0,53.0,51.0,62.0,75.0,75.0,65.0,57.0,58.0,52.0,62.0,204.0,186.0,173.0,177.0,183.0,193.0,203.0,198.0,219.0,226.0,219.0,206.0,352.0,356.0,346.0,353.0,348.0,356.0,337.0,350.0,357.0,370.0,370.0,377.0
Donnemarie-Dontilly (77520),https://www.journaldunet.com/management/ville/donnemarie-dontilly/ville-77159/sante-social,490.0,39.0,6.0,33.0,189.0,58.0,50.0,81.0,175.0,14.0,217.0,43.0,22.0,144.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,75.0,61.0,30.0,6.0,nc,464.0,462.0,475.0,498.0,509.0,493.0,475.0,508.0,498.0,495.0,477.0,490.0,54.0,56.0,58.0,64.0,76.0,75.0,71.0,46.0,40.0,40.0,36.0,39.0,211.0,209.0,215.0,234.0,237.0,220.0,205.0,200.0,199.0,199.0,204.0,189.0,229.0,231.0,242.0,246.0,252.0,261.0,255.0,250.0,238.0,225.0,225.0,217.0
Avon (77210),https://www.journaldunet.com/management/ville/avon/ville-77014/sante-social,2514.0,346.0,37.0,309.0,1157.0,398.0,376.0,383.0,1089.0,68.0,917.0,168.0,149.0,591.0,12.0,16.0,13.0,13.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,415.0,346.0,118.0,26.0,11.0,2223.0,2274.0,2253.0,2179.0,2195.0,2169.0,2168.0,2265.0,2268.0,2323.0,2368.0,2514.0,298.0,318.0,314.0,345.0,385.0,416.0,461.0,327.0,345.0,354.0,341.0,346.0,1139.0,1201.0,1187.0,1115.0,1152.0,1135.0,1117.0,1100.0,1118.0,1147.0,1162.0,1157.0,961.0,968.0,947.0,923.0,948.0,948.0,959.0,944.0,923.0,930.0,930.0,917.0
Coupvray (77700),https://www.journaldunet.com/management/ville/coupvray/ville-77132/sante-social,382.0,32.0,5.0,27.0,51.0,27.0,17.0,7.0,37.0,10.0,234.0,21.0,12.0,75.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,38.0,33.0,9.0,nc,290.0,289.0,273.0,271.0,286.0,306.0,309.0,343.0,343.0,343.0,347.0,382.0,25.0,31.0,24.0,23.0,28.0,33.0,28.0,19.0,22.0,22.0,22.0,32.0,39.0,28.0,24.0,24.0,33.0,47.0,51.0,48.0,47.0,47.0,49.0,51.0,215.0,211.0,201.0,199.0,199.0,209.0,220.0,223.0,231.0,237.0,237.0,234.0
Courtacon (77560),https://www.journaldunet.com/management/ville/courtacon/ville-77137/sante-social,33.0,nc,nc,nc,9.0,8.0,nc,nc,nc,nc,24.0,5.0,nc,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.0,20.0,21.0,24.0,30.0,31.0,29.0,33.0,30.0,30.0,28.0,33.0,,,,,,,,,,,,,,5.0,6.0,7.0,8.0,10.0,13.0,13.0,7.0,7.0,6.0,9.0,,14.0,14.0,18.0,23.0,25.0,24.0,24.0,23.0,23.0,23.0,24.0
Andrezel (77390),https://www.journaldunet.com/management/ville/andrezel/ville-77004/sante-social,36.0,nc,nc,nc,6.0,nc,nc,nc,nc,nc,19.0,nc,nc,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,nc,9.0,nc,nc,22.0,22.0,23.0,25.0,29.0,24.0,24.0,28.0,29.0,29.0,31.0,36.0,,,,,,,,,,,,,,,,,,6.0,8.0,6.0,,,,,16.0,15.0,12.0,16.0,15.0,14.0,15.0,17.0,15.0,17.0,17.0,19.0
Citry (77730),https://www.journaldunet.com/management/ville/citry/ville-77117/sante-social,144.0,16.0,nc,nc,25.0,nc,14.0,nc,14.0,11.0,78.0,22.0,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,13.0,6.0,nc,97.0,109.0,113.0,118.0,131.0,129.0,132.0,130.0,134.0,136.0,133.0,144.0,18.0,18.0,18.0,19.0,14.0,19.0,22.0,18.0,15.0,14.0,13.0,16.0,27.0,24.0,23.0,20.0,28.0,24.0,21.0,21.0,26.0,27.0,26.0,25.0,62.0,68.0,66.0,74.0,83.0,82.0,83.0,79.0,84.0,80.0,80.0,78.0
Blennes (77940),https://www.journaldunet.com/management/ville/blennes/ville-77035/sante-social,73.0,10.0,nc,nc,6.0,nc,6.0,nc,nc,nc,41.0,7.0,nc,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,11.0,5.0,nc,64.0,65.0,60.0,65.0,71.0,66.0,69.0,70.0,72.0,73.0,70.0,73.0,8.0,9.0,10.0,13.0,11.0,10.0,12.0,10.0,9.0,9.0,8.0,10.0,15.0,12.0,11.0,11.0,7.0,7.0,,5.0,7.0,7.0,5.0,6.0,40.0,43.0,43.0,39.0,44.0,44.0,44.0,41.0,43.0,43.0,43.0,41.0
Bellot (77510),https://www.journaldunet.com/management/ville/bellot/ville-77030/sante-social,116.0,7.0,nc,nc,22.0,5.0,8.0,9.0,15.0,7.0,66.0,12.0,nc,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,15.0,6.0,nc,105.0,105.0,103.0,89.0,95.0,100.0,110.0,111.0,103.0,105.0,98.0,116.0,8.0,13.0,12.0,8.0,11.0,12.0,16.0,6.0,6.0,6.0,6.0,7.0,25.0,29.0,27.0,25.0,23.0,24.0,24.0,24.0,23.0,24.0,16.0,22.0,69.0,68.0,66.0,57.0,58.0,62.0,69.0,68.0,62.0,64.0,64.0,66.0
Bannost-Villegagnon (77970),https://www.journaldunet.com/management/ville/bannost-villegagnon/ville-77020/sante-social,89.0,9.0,nc,nc,11.0,nc,6.0,nc,5.0,6.0,53.0,10.0,nc,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,13.0,5.0,nc,80.0,85.0,83.0,83.0,79.0,79.0,72.0,83.0,82.0,86.0,83.0,89.0,,,,,6.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,12.0,10.0,10.0,7.0,11.0,12.0,12.0,12.0,9.0,10.0,10.0,11.0,62.0,65.0,69.0,70.0,62.0,63.0,64.0,65.0,58.0,55.0,55.0,53.0
Bazoches-lès-Bray (77118),https://www.journaldunet.com/management/ville/bazoches-les-bray/ville-77025/sante-social,116.0,12.0,nc,nc,18.0,6.0,7.0,7.0,9.0,9.0,59.0,13.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,16.0,5.0,nc,95.0,95.0,93.0,94.0,86.0,93.0,94.0,109.0,108.0,110.0,112.0,116.0,,6.0,,6.0,9.0,11.0,12.0,8.0,9.0,11.0,6.0,12.0,23.0,28.0,27.0,30.0,29.0,23.0,21.0,17.0,22.0,22.0,21.0,18.0,58.0,62.0,59.0,60.0,53.0,55.0,57.0,64.0,62.0,59.0,59.0,59.0
Châtenoy (77167),https://www.journaldunet.com/management/ville/chatenoy/ville-77102/sante-social,25.0,5.0,nc,nc,6.0,nc,nc,nc,nc,nc,10.0,nc,nc,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,nc,nc,nc,nc,17.0,17.0,19.0,19.0,19.0,20.0,17.0,19.0,21.0,22.0,21.0,25.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,12.0,10.0,11.0,13.0,14.0,14.0,11.0,11.0,12.0,10.0,10.0,10.0
Bransles (77620),https://www.journaldunet.com/management/ville/bransles/ville-77050/sante-social,81.0,11.0,nc,nc,16.0,6.0,9.0,6.0,14.0,6.0,34.0,11.0,nc,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,nc,5.0,5.0,nc,58.0,67.0,66.0,72.0,69.0,76.0,78.0,79.0,76.0,79.0,72.0,81.0,,9.0,6.0,5.0,10.0,13.0,18.0,6.0,8.0,9.0,9.0,11.0,24.0,23.0,22.0,23.0,23.0,25.0,22.0,27.0,20.0,20.0,15.0,16.0,40.0,43.0,45.0,47.0,44.0,47.0,44.0,44.0,40.0,39.0,39.0,34.0
Crouy-sur-Ourcq (77840),https://www.journaldunet.com/management/ville/crouy-sur-ourcq/ville-77148/sante-social,283.0,21.0,8.0,20.0,82.0,5.0,50.0,33.0,68.0,14.0,149.0,37.0,16.0,87.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,32.0,19.0,9.0,nc,260.0,249.0,254.0,260.0,262.0,265.0,267.0,272.0,272.0,273.0,283.0,283.0,25.0,32.0,30.0,32.0,34.0,34.0,38.0,21.0,27.0,27.0,28.0,21.0,93.0,84.0,103.0,96.0,98.0,94.0,92.0,84.0,85.0,86.0,97.0,82.0,161.0,159.0,157.0,157.0,155.0,160.0,157.0,154.0,152.0,153.0,153.0,149.0
