Ville,Lien,Allocataires CAF,Bénéficiaires du RSA, - bénéficiaires du RSA majoré, - bénéficiaires du RSA socle,Bénéficiaires de l'aide au logement, - bénéficiaires de l'APL (aide personnalisée au logement), - bénéficiaires de l'ALF (allocation de logement à caractère familial), - bénéficiaires de l'ALS (allocation de logement à caractère social), - bénéficiaires de l'Allocation pour une location immobilière, - bénéficiaires de l'Allocation pour un achat immobilier,Bénéficiaires des allocations familiales, - bénéficiaires du complément familial, - bénéficiaires de l'allocation de soutien familial, - bénéficiaires de l'allocation de rentrée scolaire,Médecins généralistes,Masseurs-kinésithérapeutes,Dentistes,Infirmiers,Spécialistes ORL,Ophtalmologistes,Dermatologues,Sage-femmes,Pédiatres,Gynécologues,Pharmacies,Urgences,Ambulances,Etablissements de santé de court séjour,Etablissements de santé de moyen séjour,Etablissements de santé de long séjour,Etablissement d'accueil du jeune enfant,Maisons de retraite,Etablissements pour enfants handicapés,Etablissements pour adultes handicapés,Bénéficiaires de la PAJE, - bénéficiaires de l'allocation de base, - bénéficiaires du complément mode de garde pour une assistante maternelle, - bénéficiaires du complément de libre choix d'activité (CLCA ou COLCA), - bénéficiaires de la prime naissance ou adoption,nbre allocataires (2009),nbre allocataires (2010),nbre allocataires (2011),nbre allocataires (2012),nbre allocataires (2013),nbre allocataires (2014),nbre allocataires (2015),nbre allocataires (2016),nbre allocataires (2017),nbre allocataires (2018),nbre allocataires (2019),nbre allocataires (2020),nbre RSA (2009),nbre RSA (2010),nbre RSA (2011),nbre RSA (2012),nbre RSA (2013),nbre RSA (2014),nbre RSA (2015),nbre RSA (2016),nbre RSA (2017),nbre RSA (2018),nbre RSA (2019),nbre RSA (2020),nbre APL (2009),nbre APL (2010),nbre APL (2011),nbre APL (2012),nbre APL (2013),nbre APL (2014),nbre APL (2015),nbre APL (2016),nbre APL (2017),nbre APL (2018),nbre APL (2019),nbre APL (2020),nbre Alloc Familiales (2009),nbre Alloc Familiales (2010),nbre Alloc Familiales (2011),nbre Alloc Familiales (2012),nbre Alloc Familiales (2013),nbre Alloc Familiales (2014),nbre Alloc Familiales (2015),nbre Alloc Familiales (2016),nbre Alloc Familiales (2017),nbre Alloc Familiales (2018),nbre Alloc Familiales (2019),nbre Alloc Familiales (2020)
Saint-Hilliers (77160),https://www.journaldunet.com/management/ville/saint-hilliers/ville-77414/sante-social,64.0,6.0,nc,nc,7.0,5.0,7.0,nc,5.0,5.0,32.0,6.0,nc,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,6.0,5.0,nc,46.0,51.0,51.0,48.0,46.0,50.0,58.0,61.0,62.0,62.0,60.0,64.0,,5.0,6.0,6.0,6.0,5.0,9.0,9.0,11.0,11.0,11.0,6.0,11.0,13.0,10.0,8.0,8.0,10.0,11.0,11.0,11.0,11.0,10.0,7.0,35.0,38.0,40.0,35.0,33.0,35.0,38.0,37.0,36.0,31.0,31.0,32.0
Nanteau-sur-Essonne (77760),https://www.journaldunet.com/management/ville/nanteau-sur-essonne/ville-77328/sante-social,43.0,5.0,nc,nc,,,,,,,24.0,5.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,nc,5.0,nc,nc,43.0,39.0,42.0,40.0,34.0,34.0,38.0,40.0,40.0,40.0,37.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,34.0,31.0,33.0,33.0,27.0,27.0,27.0,24.0,23.0,23.0,23.0,24.0
Sivry-Courtry (77115),https://www.journaldunet.com/management/ville/sivry-courtry/ville-77453/sante-social,159.0,11.0,nc,nc,18.0,9.0,10.0,nc,11.0,7.0,101.0,15.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,20.0,5.0,nc,125.0,126.0,143.0,146.0,148.0,141.0,138.0,142.0,150.0,151.0,153.0,159.0,5.0,,9.0,10.0,8.0,13.0,11.0,10.0,11.0,11.0,12.0,11.0,16.0,15.0,20.0,24.0,20.0,20.0,17.0,19.0,23.0,23.0,22.0,18.0,98.0,103.0,113.0,112.0,116.0,109.0,110.0,108.0,106.0,104.0,104.0,101.0
Rouilly (77160),https://www.journaldunet.com/management/ville/rouilly/ville-77391/sante-social,57.0,8.0,nc,nc,9.0,6.0,7.0,nc,7.0,5.0,34.0,9.0,nc,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,nc,7.0,5.0,nc,43.0,55.0,51.0,49.0,49.0,51.0,48.0,52.0,54.0,55.0,57.0,57.0,,8.0,7.0,5.0,,6.0,6.0,7.0,6.0,7.0,8.0,,13.0,14.0,14.0,11.0,16.0,12.0,14.0,14.0,14.0,14.0,12.0,9.0,28.0,33.0,32.0,32.0,33.0,35.0,34.0,35.0,34.0,35.0,35.0,34.0
Thieux (77230),https://www.journaldunet.com/management/ville/thieux/ville-77462/sante-social,152.0,16.0,5.0,7.0,41.0,5.0,20.0,16.0,31.0,10.0,70.0,11.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,30.0,14.0,6.0,nc,109.0,110.0,117.0,125.0,126.0,128.0,126.0,124.0,122.0,123.0,128.0,152.0,21.0,20.0,24.0,21.0,17.0,22.0,20.0,11.0,12.0,12.0,15.0,16.0,44.0,35.0,39.0,39.0,38.0,37.0,35.0,32.0,38.0,40.0,42.0,41.0,63.0,60.0,64.0,72.0,74.0,72.0,71.0,70.0,68.0,70.0,70.0,70.0
Thoury-Férottes (77940),https://www.journaldunet.com/management/ville/thoury-ferottes/ville-77465/sante-social,95.0,7.0,nc,nc,7.0,nc,10.0,nc,8.0,5.0,51.0,6.0,6.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,13.0,5.0,nc,76.0,82.0,82.0,90.0,76.0,77.0,77.0,89.0,86.0,86.0,80.0,95.0,,6.0,6.0,5.0,,,5.0,6.0,,,5.0,7.0,13.0,19.0,20.0,17.0,17.0,17.0,15.0,13.0,8.0,8.0,6.0,7.0,52.0,55.0,54.0,53.0,46.0,48.0,47.0,47.0,48.0,45.0,45.0,51.0
Paley (77710),https://www.journaldunet.com/management/ville/paley/ville-77353/sante-social,56.0,8.0,nc,nc,,,,,,,30.0,nc,nc,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,10.0,5.0,nc,37.0,38.0,42.0,50.0,51.0,49.0,49.0,42.0,51.0,51.0,52.0,56.0,,,5.0,6.0,5.0,6.0,7.0,,5.0,5.0,5.0,8.0,,,,,,,,,,,,,25.0,27.0,30.0,36.0,34.0,36.0,30.0,27.0,31.0,30.0,30.0,30.0
Rebais (77510),https://www.journaldunet.com/management/ville/rebais/ville-77385/sante-social,480.0,44.0,6.0,40.0,187.0,102.0,53.0,32.0,170.0,17.0,219.0,57.0,33.0,162.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90.0,78.0,41.0,6.0,5.0,361.0,352.0,356.0,376.0,402.0,409.0,390.0,439.0,422.0,423.0,437.0,480.0,63.0,55.0,59.0,57.0,66.0,77.0,85.0,49.0,51.0,50.0,46.0,44.0,189.0,188.0,182.0,187.0,201.0,207.0,192.0,203.0,192.0,193.0,187.0,187.0,191.0,189.0,186.0,190.0,200.0,216.0,209.0,214.0,205.0,208.0,208.0,219.0
Ury (77760),https://www.journaldunet.com/management/ville/ury/ville-77477/sante-social,97.0,6.0,nc,nc,7.0,15.0,8.0,5.0,11.0,5.0,52.0,5.0,5.0,21.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,16.0,5.0,nc,88.0,103.0,95.0,135.0,136.0,139.0,135.0,136.0,97.0,98.0,96.0,97.0,,10.0,10.0,10.0,9.0,12.0,14.0,8.0,10.0,10.0,11.0,6.0,18.0,24.0,23.0,54.0,54.0,57.0,53.0,52.0,14.0,16.0,11.0,7.0,60.0,62.0,59.0,54.0,60.0,60.0,54.0,58.0,57.0,53.0,53.0,52.0
Penchard (77124),https://www.journaldunet.com/management/ville/penchard/ville-77358/sante-social,157.0,9.0,nc,nc,24.0,nc,13.0,14.0,18.0,5.0,99.0,11.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.0,17.0,6.0,nc,128.0,129.0,128.0,133.0,126.0,132.0,134.0,154.0,160.0,162.0,149.0,157.0,,8.0,,6.0,7.0,8.0,15.0,11.0,9.0,9.0,6.0,9.0,16.0,18.0,14.0,17.0,17.0,17.0,21.0,21.0,28.0,30.0,23.0,24.0,92.0,97.0,95.0,91.0,88.0,92.0,91.0,97.0,101.0,102.0,102.0,99.0
Tousson (77123),https://www.journaldunet.com/management/ville/tousson/ville-77471/sante-social,38.0,5.0,nc,nc,6.0,nc,nc,nc,nc,nc,20.0,5.0,nc,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,nc,8.0,nc,nc,49.0,47.0,38.0,35.0,41.0,38.0,40.0,43.0,37.0,38.0,36.0,38.0,,,,,,,,,,,,,5.0,9.0,,6.0,6.0,6.0,8.0,5.0,5.0,6.0,7.0,6.0,31.0,32.0,27.0,27.0,28.0,25.0,26.0,25.0,21.0,21.0,21.0,20.0
Rumont (77760),https://www.journaldunet.com/management/ville/rumont/ville-77395/sante-social,15.0,nc,nc,nc,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,11.0,11.0,11.0,11.0,13.0,12.0,11.0,11.0,11.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poincy (77470),https://www.journaldunet.com/management/ville/poincy/ville-77369/sante-social,98.0,11.0,nc,nc,9.0,nc,9.0,nc,9.0,5.0,55.0,10.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,11.0,5.0,nc,78.0,80.0,76.0,70.0,72.0,71.0,71.0,72.0,70.0,71.0,85.0,98.0,6.0,8.0,,,6.0,,7.0,,,,11.0,11.0,8.0,8.0,11.0,12.0,12.0,13.0,13.0,14.0,12.0,12.0,14.0,9.0,58.0,55.0,55.0,54.0,52.0,52.0,47.0,51.0,49.0,48.0,48.0,55.0
Sainte-Colombe (77650),https://www.journaldunet.com/management/ville/sainte-colombe/ville-77404/sante-social,254.0,28.0,nc,nc,42.0,6.0,24.0,12.0,30.0,12.0,133.0,24.0,12.0,70.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,45.0,23.0,5.0,nc,191.0,203.0,215.0,211.0,218.0,217.0,231.0,223.0,223.0,223.0,233.0,254.0,17.0,16.0,22.0,22.0,35.0,31.0,46.0,23.0,24.0,25.0,32.0,28.0,52.0,57.0,49.0,47.0,46.0,43.0,46.0,38.0,41.0,41.0,41.0,42.0,133.0,136.0,141.0,137.0,139.0,133.0,131.0,121.0,127.0,129.0,129.0,133.0
Vaux-sur-Lunain (77710),https://www.journaldunet.com/management/ville/vaux-sur-lunain/ville-77489/sante-social,22.0,nc,nc,nc,13.0,nc,nc,8.0,nc,nc,9.0,nc,nc,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,nc,nc,nc,nc,27.0,25.0,19.0,20.0,18.0,16.0,20.0,23.0,25.0,25.0,26.0,22.0,,,,,,,,,,,,,15.0,14.0,11.0,13.0,10.0,7.0,9.0,11.0,11.0,11.0,13.0,13.0,9.0,7.0,,5.0,7.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0
Saint-Martin-du-Boschet (77320),https://www.journaldunet.com/management/ville/saint-martin-du-boschet/ville-77424/sante-social,33.0,6.0,nc,nc,8.0,nc,nc,nc,5.0,6.0,13.0,7.0,nc,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,nc,6.0,nc,nc,40.0,41.0,38.0,35.0,38.0,39.0,39.0,36.0,34.0,33.0,35.0,33.0,5.0,5.0,,,,,6.0,,,,6.0,6.0,12.0,7.0,6.0,9.0,10.0,11.0,7.0,7.0,7.0,7.0,8.0,,29.0,28.0,31.0,29.0,32.0,29.0,26.0,20.0,20.0,16.0,16.0,13.0
Varennes-sur-Seine (77130),https://www.journaldunet.com/management/ville/varennes-sur-seine/ville-77482/sante-social,675.0,75.0,14.0,61.0,261.0,185.0,51.0,25.0,232.0,29.0,298.0,90.0,49.0,220.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,78.0,22.0,12.0,nc,463.0,459.0,478.0,478.0,503.0,509.0,520.0,566.0,607.0,607.0,620.0,675.0,57.0,63.0,66.0,81.0,85.0,93.0,112.0,67.0,76.0,76.0,84.0,75.0,239.0,229.0,222.0,219.0,228.0,248.0,237.0,234.0,267.0,271.0,275.0,261.0,247.0,239.0,246.0,245.0,244.0,259.0,279.0,283.0,305.0,309.0,309.0,298.0
Saint-Barthélemy (77320),https://www.journaldunet.com/management/ville/saint-barthelemy/ville-77402/sante-social,42.0,5.0,nc,nc,15.0,nc,9.0,nc,9.0,6.0,23.0,6.0,nc,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,nc,5.0,nc,nc,36.0,44.0,37.0,40.0,42.0,42.0,43.0,41.0,38.0,39.0,40.0,42.0,,,,,,,,,,,,,8.0,13.0,7.0,6.0,14.0,12.0,12.0,11.0,11.0,12.0,10.0,15.0,26.0,28.0,21.0,20.0,19.0,24.0,25.0,24.0,22.0,25.0,25.0,23.0
Saint-Pathus (77178),https://www.journaldunet.com/management/ville/saint-pathus/ville-77430/sante-social,917.0,37.0,6.0,33.0,119.0,34.0,65.0,20.0,70.0,49.0,599.0,101.0,24.0,196.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,189.0,160.0,90.0,19.0,6.0,754.0,748.0,757.0,752.0,792.0,808.0,802.0,837.0,826.0,836.0,841.0,917.0,30.0,38.0,38.0,40.0,47.0,50.0,52.0,39.0,42.0,43.0,39.0,37.0,117.0,113.0,105.0,108.0,120.0,120.0,106.0,103.0,108.0,112.0,117.0,119.0,552.0,562.0,580.0,587.0,602.0,618.0,625.0,615.0,598.0,598.0,598.0,599.0
Villecerf (77250),https://www.journaldunet.com/management/ville/villecerf/ville-77501/sante-social,86.0,5.0,nc,nc,11.0,nc,6.0,nc,5.0,6.0,54.0,7.0,nc,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,17.0,12.0,6.0,nc,73.0,76.0,73.0,68.0,73.0,78.0,76.0,74.0,67.0,68.0,73.0,86.0,,,,,,,,,,,,,8.0,5.0,5.0,,11.0,13.0,11.0,11.0,10.0,10.0,10.0,11.0,55.0,56.0,56.0,55.0,59.0,58.0,56.0,49.0,45.0,51.0,51.0,54.0
Vert-Saint-Denis (77240),https://www.journaldunet.com/management/ville/vert-saint-denis/ville-77495/sante-social,1520.0,143.0,37.0,106.0,432.0,343.0,58.0,31.0,393.0,39.0,856.0,177.0,122.0,436.0,11.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,335.0,298.0,97.0,20.0,11.0,853.0,866.0,879.0,923.0,936.0,971.0,974.0,1085.0,1148.0,1161.0,1329.0,1520.0,73.0,104.0,104.0,139.0,144.0,172.0,167.0,125.0,112.0,114.0,151.0,143.0,182.0,192.0,202.0,244.0,241.0,263.0,255.0,288.0,307.0,309.0,389.0,432.0,604.0,602.0,610.0,629.0,640.0,651.0,666.0,676.0,720.0,808.0,808.0,856.0
Sept-Sorts (77260),https://www.journaldunet.com/management/ville/sept-sorts/ville-77448/sante-social,72.0,8.0,nc,nc,14.0,nc,5.0,6.0,12.0,5.0,37.0,5.0,nc,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,7.0,5.0,nc,46.0,46.0,47.0,56.0,63.0,64.0,76.0,84.0,64.0,63.0,67.0,72.0,5.0,8.0,8.0,9.0,13.0,13.0,14.0,14.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,10.0,10.0,11.0,20.0,17.0,22.0,19.0,17.0,14.0,32.0,29.0,28.0,34.0,36.0,39.0,42.0,46.0,36.0,38.0,38.0,37.0
Saint-Sauveur-sur-École (77930),https://www.journaldunet.com/management/ville/saint-sauveur-sur-ecole/ville-77435/sante-social,108.0,9.0,nc,nc,8.0,nc,5.0,6.0,nc,nc,77.0,6.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,15.0,9.0,nc,114.0,113.0,105.0,107.0,112.0,108.0,113.0,111.0,119.0,118.0,109.0,108.0,12.0,13.0,11.0,12.0,13.0,15.0,17.0,10.0,9.0,9.0,12.0,9.0,6.0,7.0,11.0,9.0,12.0,11.0,9.0,6.0,9.0,10.0,8.0,,91.0,89.0,84.0,83.0,77.0,80.0,79.0,82.0,85.0,75.0,75.0,77.0
Nemours (77140),https://www.journaldunet.com/management/ville/nemours/ville-77333/sante-social,3132.0,534.0,54.0,480.0,1695.0,1205.0,226.0,264.0,1626.0,69.0,1064.0,289.0,222.0,899.0,14.0,12.0,7.0,15.0,1.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,429.0,396.0,105.0,26.0,17.0,2665.0,2684.0,2685.0,2746.0,2822.0,2923.0,2921.0,3033.0,3012.0,3050.0,3016.0,3132.0,579.0,601.0,638.0,700.0,748.0,819.0,832.0,580.0,572.0,578.0,569.0,534.0,1617.0,1633.0,1598.0,1605.0,1644.0,1758.0,1777.0,1696.0,1703.0,1724.0,1704.0,1695.0,1028.0,1037.0,1036.0,1047.0,1081.0,1097.0,1106.0,1100.0,1098.0,1079.0,1079.0,1064.0
Villeneuve-le-Comte (77174),https://www.journaldunet.com/management/ville/villeneuve-le-comte/ville-77508/sante-social,274.0,10.0,nc,nc,51.0,15.0,13.0,23.0,43.0,8.0,155.0,16.0,7.0,44.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,34.0,24.0,5.0,nc,268.0,258.0,243.0,234.0,246.0,229.0,230.0,249.0,237.0,243.0,254.0,274.0,17.0,14.0,9.0,13.0,16.0,14.0,16.0,12.0,9.0,10.0,14.0,10.0,72.0,66.0,68.0,63.0,60.0,58.0,56.0,59.0,52.0,54.0,51.0,51.0,152.0,152.0,143.0,139.0,154.0,153.0,151.0,149.0,147.0,150.0,150.0,155.0
Voulangis (77580),https://www.journaldunet.com/management/ville/voulangis/ville-77529/sante-social,192.0,7.0,nc,nc,15.0,nc,9.0,nc,10.0,5.0,116.0,9.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,22.0,7.0,nc,187.0,190.0,195.0,186.0,195.0,193.0,182.0,186.0,190.0,189.0,178.0,192.0,6.0,10.0,13.0,15.0,16.0,13.0,11.0,8.0,10.0,10.0,10.0,7.0,21.0,23.0,22.0,19.0,19.0,20.0,15.0,20.0,18.0,18.0,19.0,15.0,144.0,145.0,148.0,147.0,143.0,138.0,139.0,135.0,136.0,126.0,126.0,116.0
Souppes-sur-Loing (77460),https://www.journaldunet.com/management/ville/souppes-sur-loing/ville-77458/sante-social,1122.0,228.0,35.0,193.0,507.0,277.0,118.0,112.0,463.0,44.0,445.0,103.0,85.0,344.0,5.0,3.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,158.0,44.0,9.0,5.0,950.0,957.0,954.0,966.0,988.0,996.0,967.0,1014.0,1011.0,1023.0,1043.0,1122.0,174.0,177.0,217.0,218.0,240.0,270.0,255.0,183.0,193.0,198.0,204.0,228.0,501.0,506.0,516.0,517.0,534.0,518.0,504.0,502.0,500.0,509.0,513.0,507.0,492.0,476.0,471.0,470.0,474.0,477.0,469.0,464.0,466.0,457.0,457.0,445.0
Tigeaux (77163),https://www.journaldunet.com/management/ville/tigeaux/ville-77466/sante-social,56.0,7.0,nc,nc,,,,,,,32.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,6.0,5.0,nc,35.0,37.0,34.0,36.0,35.0,40.0,42.0,45.0,48.0,50.0,49.0,56.0,,,,,5.0,,,,,,7.0,,,,,,,,,,,,,,23.0,28.0,24.0,25.0,25.0,30.0,32.0,28.0,31.0,29.0,29.0,32.0
Sancy-lès-Provins (77320),https://www.journaldunet.com/management/ville/sancy-les-provins/ville-77444/sante-social,41.0,6.0,nc,nc,,,,,,,25.0,12.0,nc,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39.0,42.0,46.0,42.0,42.0,36.0,40.0,42.0,47.0,47.0,44.0,41.0,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,30.0,31.0,34.0,34.0,33.0,30.0,30.0,30.0,30.0,27.0,27.0,25.0
Salins (77148),https://www.journaldunet.com/management/ville/salins/ville-77439/sante-social,151.0,15.0,nc,nc,28.0,8.0,6.0,14.0,17.0,11.0,90.0,27.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,21.0,19.0,7.0,nc,133.0,139.0,137.0,137.0,131.0,128.0,126.0,135.0,139.0,142.0,138.0,151.0,6.0,7.0,10.0,14.0,12.0,13.0,16.0,7.0,7.0,7.0,12.0,15.0,36.0,31.0,29.0,32.0,32.0,36.0,38.0,34.0,34.0,36.0,34.0,28.0,91.0,94.0,87.0,87.0,88.0,87.0,84.0,80.0,83.0,86.0,86.0,90.0
Villenoy (77124),https://www.journaldunet.com/management/ville/villenoy/ville-77513/sante-social,991.0,81.0,16.0,65.0,442.0,251.0,102.0,89.0,426.0,16.0,400.0,56.0,56.0,235.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,226.0,178.0,89.0,13.0,9.0,694.0,680.0,709.0,703.0,720.0,740.0,796.0,883.0,888.0,889.0,914.0,991.0,52.0,57.0,61.0,77.0,80.0,88.0,130.0,88.0,85.0,89.0,87.0,81.0,315.0,330.0,339.0,338.0,354.0,350.0,383.0,400.0,413.0,417.0,442.0,442.0,344.0,333.0,335.0,337.0,333.0,352.0,363.0,368.0,387.0,393.0,393.0,400.0
Ussy-sur-Marne (77260),https://www.journaldunet.com/management/ville/ussy-sur-marne/ville-77478/sante-social,167.0,9.0,nc,nc,30.0,5.0,21.0,11.0,26.0,9.0,96.0,21.0,7.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,25.0,17.0,5.0,nc,139.0,141.0,142.0,136.0,140.0,138.0,150.0,159.0,158.0,158.0,165.0,167.0,17.0,18.0,14.0,14.0,15.0,15.0,18.0,14.0,11.0,12.0,12.0,9.0,33.0,30.0,36.0,30.0,27.0,30.0,39.0,30.0,32.0,33.0,35.0,30.0,95.0,93.0,95.0,93.0,90.0,95.0,98.0,95.0,94.0,96.0,96.0,96.0
Villiers-Saint-Georges (77560),https://www.journaldunet.com/management/ville/villiers-saint-georges/ville-77519/sante-social,213.0,28.0,6.0,23.0,71.0,39.0,21.0,11.0,58.0,13.0,107.0,34.0,11.0,75.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,22.0,5.0,8.0,nc,191.0,201.0,197.0,192.0,187.0,185.0,198.0,201.0,208.0,210.0,208.0,213.0,16.0,24.0,23.0,20.0,17.0,23.0,32.0,20.0,27.0,27.0,29.0,28.0,78.0,80.0,79.0,88.0,81.0,79.0,86.0,81.0,86.0,87.0,78.0,71.0,116.0,120.0,121.0,113.0,118.0,117.0,122.0,110.0,113.0,113.0,113.0,107.0
Yèbles (77390),https://www.journaldunet.com/management/ville/yebles/ville-77534/sante-social,149.0,7.0,nc,nc,12.0,nc,5.0,nc,5.0,7.0,104.0,10.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,30.0,20.0,5.0,nc,89.0,82.0,89.0,88.0,111.0,117.0,121.0,132.0,137.0,137.0,140.0,149.0,,,,6.0,5.0,6.0,7.0,,,,,,6.0,12.0,11.0,11.0,12.0,10.0,17.0,12.0,9.0,9.0,15.0,12.0,63.0,58.0,63.0,64.0,82.0,95.0,95.0,101.0,105.0,103.0,103.0,104.0
