ville,lien,Région,Département,Etablissement public de coopération intercommunale (EPCI),Code postal (CP),Code Insee,Nom des habitants,Population (2018),Population : rang national (2018),Densité de population (2018),Taux de chômage (2018),Pavillon bleu,Ville d'art et d'histoire,Ville fleurie,Ville internet,Superficie (surface),Altitude min.,Altitude max.,Latitude,Longitude
Héricy (77850),https://www.journaldunet.com/management/ville/hericy/ville-77226,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77850,77226,"Héricéens, Héricéennes",2 572 hab.,n°4 244 ,241 hab/km²,"7,9 %",non,non,1 fleur(s),Aucune arobase,"10,7 km²",42 mètre(s),103 mètre(s),"48,4418","2,78942"
Saint-Germain-Laxis (77950),https://www.journaldunet.com/management/ville/saint-germain-laxis/ville-77410,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77950,77410,"Saint-Germinois, Saint-Germinoises",741 hab.,n°12 471 ,103 hab/km²,"8,9 %",non,non,Aucune fleur,Aucune arobase,"7,2 km²",73 mètre(s),92 mètre(s),"48,5863","2,70637"
Marcilly (77139),https://www.journaldunet.com/management/ville/marcilly/ville-77274,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77139,77274,nc,457 hab.,n°17 465 ,66 hab/km²,"7,7 %",non,non,Aucune fleur,Aucune arobase,"6,9 km²",72 mètre(s),126 mètre(s),"49,037","2,88048"
Meilleray (77320),https://www.journaldunet.com/management/ville/meilleray/ville-77287,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77320,77287,"Meillerassiens, Meillerassiennes",499 hab.,n°16 600 ,64 hab/km²,"16,4 %",non,non,Aucune fleur,Aucune arobase,"7,8 km²",126 mètre(s),184 mètre(s),"48,7981","3,4172"
Le Mée-sur-Seine (77350),https://www.journaldunet.com/management/ville/le-mee-sur-seine/ville-77285,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77350,77285,"Méens, Méennes",21 071 hab.,n°436 ,3 946 hab/km²,"17,5 %",non,non,3 fleur(s),Aucune arobase,"5,3 km²",37 mètre(s),80 mètre(s),"48,5395","2,62902"
Villiers-sur-Morin (77580),https://www.journaldunet.com/management/ville/villiers-sur-morin/ville-77521,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77580,77521,"Villermorinois, Villermorinoises",1 941 hab.,n°5 524 ,309 hab/km²,"6,3 %",non,non,Aucune fleur,Aucune arobase,"6,3 km²",44 mètre(s),134 mètre(s),"48,8491","2,86879"
La Celle-sur-Morin (77515),https://www.journaldunet.com/management/ville/la-celle-sur-morin/ville-77063,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77515,77063,"Cellois, Celloises",1 284 hab.,n°7 998 ,177 hab/km²,"6,7 %",non,non,3 fleur(s),Aucune arobase,"7,3 km²",51 mètre(s),134 mètre(s),"48,7965","2,97175"
Chevry-en-Sereine (77710),https://www.journaldunet.com/management/ville/chevry-en-sereine/ville-77115,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77710,77115,"Chevriots, Chevriottes",518 hab.,n°16 166 ,23 hab/km²,"9,4 %",non,non,Aucune fleur,Aucune arobase,"22,8 km²",105 mètre(s),159 mètre(s),"48,2486","2,96038"
Bezalles (77970),https://www.journaldunet.com/management/ville/bezalles/ville-77033,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77970,77033,nc,235 hab.,n°24 461 ,88 hab/km²,"8,3 %",non,non,Aucune fleur,Aucune arobase,"2,7 km²",144 mètre(s),169 mètre(s),"48,6668","3,24025"
Chaintreaux (77460),https://www.journaldunet.com/management/ville/chaintreaux/ville-77071,Île-de-France,Seine-et-Marne,Communauté de communes Gâtinais Val de Loing,77460,77071,"Chanterelliens, Chanterelliennes",887 hab.,n°10 879 ,37 hab/km²,"8,4 %",non,non,Aucune fleur,Aucune arobase,"23,9 km²",88 mètre(s),133 mètre(s),"48,1911","2,8142"
Brie-Comte-Robert (77170),https://www.journaldunet.com/management/ville/brie-comte-robert/ville-77053,Île-de-France,Seine-et-Marne,Communauté de communes l'Orée de la Brie,77170,77053,nc,18 237 hab.,n°517 ,915 hab/km²,"9,3 %",non,non,3 fleur(s),Aucune arobase,"19,9 km²",47 mètre(s),104 mètre(s),"48,692","2,61406"
Meaux (77100),https://www.journaldunet.com/management/ville/meaux/ville-77284/,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77100,77284,"Meldois, Meldoises",55 416 hab.,n°104 ,3 707 hab/km²,"15,0 %",non,oui,4 fleur(s),Aucune arobase,"15,0 km²",39 mètre(s),107 mètre(s),"48,9571","2,90003"
La Genevraye (77690),https://www.journaldunet.com/management/ville/la-genevraye/ville-77202,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77690,77202,"Genevriens, Genevriennes",796 hab.,n°11 806 ,60 hab/km²,"7,9 %",non,non,Aucune fleur,Aucune arobase,"13,2 km²",51 mètre(s),79 mètre(s),"48,315","2,75297"
La Houssaye-en-Brie (77610),https://www.journaldunet.com/management/ville/la-houssaye-en-brie/ville-77229,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77610,77229,"Hulsétiens, Hulsétiennes",1 633 hab.,n°6 476 ,131 hab/km²,"7,7 %",non,non,Aucune fleur,Aucune arobase,"12,4 km²",108 mètre(s),121 mètre(s),"48,7562","2,86795"
Chelles (77500),https://www.journaldunet.com/management/ville/chelles/ville-77108,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77500,77108,nc,55 148 hab.,n°106 ,3 468 hab/km²,"12,2 %",non,non,3 fleur(s),2 arobase(s),"15,9 km²",36 mètre(s),106 mètre(s),"48,884","2,59686"
Reuil-en-Brie (77260),https://www.journaldunet.com/management/ville/reuil-en-brie/ville-77388,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77260,77388,"Reuillois, Reuilloises",830 hab.,n°11 460 ,140 hab/km²,"7,2 %",non,non,Aucune fleur,Aucune arobase,"5,9 km²",51 mètre(s),185 mètre(s),"48,9566","3,16344"
Guérard (77580),https://www.journaldunet.com/management/ville/guerard/ville-77219,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77580,77219,"Guérardais, Guérardaises",2 551 hab.,n°4 279 ,129 hab/km²,"7,2 %",non,non,1 fleur(s),Aucune arobase,"19,8 km²",50 mètre(s),153 mètre(s),"48,8188","2,95161"
Tigeaux (77163),https://www.journaldunet.com/management/ville/tigeaux/ville-77466,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77163,77466,"Tigéens, Tigéennes",383 hab.,n°19 262 ,63 hab/km²,"8,7 %",non,non,Aucune fleur,Aucune arobase,"6,1 km²",50 mètre(s),130 mètre(s),"48,8251","2,89871"
Saint-Loup-de-Naud (77650),https://www.journaldunet.com/management/ville/saint-loup-de-naud/ville-77418,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77650,77418,nc,879 hab.,n°10 959 ,80 hab/km²,"11,9 %",non,non,Aucune fleur,Aucune arobase,"11,0 km²",71 mètre(s),151 mètre(s),"48,537","3,2179"
Chambry (77910),https://www.journaldunet.com/management/ville/chambry/ville-77077,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77910,77077,nc,986 hab.,n°10 050 ,101 hab/km²,"9,2 %",non,non,Aucune fleur,Aucune arobase,"9,8 km²",71 mètre(s),160 mètre(s),"48,9985","2,89422"
Fontains (77370),https://www.journaldunet.com/management/ville/fontains/ville-77190,Île-de-France,Seine-et-Marne,Communauté de communes Brie Nangissienne,77370,77190,"Fontenois, Fontenoises",255 hab.,n°23 575 ,18 hab/km²,"8,1 %",non,non,Aucune fleur,Aucune arobase,"14,4 km²",102 mètre(s),139 mètre(s),"48,5218","3,00687"
Hondevilliers (77510),https://www.journaldunet.com/management/ville/hondevilliers/ville-77228,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77510,77228,"Hondevillois, Hondevilloises",254 hab.,n°23 623 ,46 hab/km²,"11,9 %",non,non,Aucune fleur,Aucune arobase,"5,5 km²",108 mètre(s),211 mètre(s),"48,9036","3,3119"
Jouy-le-Châtel (77970),https://www.journaldunet.com/management/ville/jouy-le-chatel/ville-77239,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77970,77239,"Joviciens, Joviciennes",1 504 hab.,n°6 959 ,40 hab/km²,"8,7 %",non,non,Aucune fleur,Aucune arobase,"37,7 km²",109 mètre(s),161 mètre(s),"48,6643","3,13507"
Férolles-Attilly (77150),https://www.journaldunet.com/management/ville/ferolles-attilly/ville-77180,Île-de-France,Seine-et-Marne,Communauté de communes les Portes Briardes Entre Villes et Forêts,77150,77180,"Ferollais, Ferollaises",1 260 hab.,n°8 123 ,99 hab/km²,"7,4 %",non,non,Aucune fleur,Aucune arobase,"12,8 km²",72 mètre(s),107 mètre(s),"48,7336","2,63894"
Augers-en-Brie (77560),https://www.journaldunet.com/management/ville/augers-en-brie/ville-77012,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77560,77012,"Augerois, Augeroises",297 hab.,n°21 991 ,22 hab/km²,"8,6 %",non,non,Aucune fleur,Aucune arobase,"13,5 km²",134 mètre(s),168 mètre(s),"48,6668","3,3524"
Saint-Soupplets (77165),https://www.journaldunet.com/management/ville/saint-soupplets/ville-77437,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77165,77437,"Sulpiciens, Sulpiciennes",3 233 hab.,n°3 407 ,235 hab/km²,"7,8 %",non,non,Aucune fleur,Aucune arobase,"13,8 km²",88 mètre(s),179 mètre(s),"49,0368","2,80251"
Baby (77480),https://www.journaldunet.com/management/ville/baby/ville-77015,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77480,77015,"Bédoins, Bédoines",95 hab.,n°31 840 ,23 hab/km²,"6,3 %",non,non,Aucune fleur,Aucune arobase,"4,1 km²",71 mètre(s),143 mètre(s),"48,3894","3,3448"
Grisy-sur-Seine (77480),https://www.journaldunet.com/management/ville/grisy-sur-seine/ville-77218,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77480,77218,"Grisons, Grisonnes",110 hab.,n°30 979 ,17 hab/km²,"21,7 %",non,non,Aucune fleur,Aucune arobase,"6,6 km²",54 mètre(s),67 mètre(s),"48,4392","3,31754"
Saint-Hilliers (77160),https://www.journaldunet.com/management/ville/saint-hilliers/ville-77414,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77160,77414,"Hilériens, Hilériennes",477 hab.,n°17 031 ,25 hab/km²,"16,3 %",non,non,Aucune fleur,Aucune arobase,"19,1 km²",136 mètre(s),176 mètre(s),"48,6289","3,25824"
Lescherolles (77320),https://www.journaldunet.com/management/ville/lescherolles/ville-77247,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77320,77247,"Lescherollais, Lescherollaises",453 hab.,n°17 572 ,41 hab/km²,"10,3 %",non,non,Aucune fleur,Aucune arobase,"11,0 km²",116 mètre(s),192 mètre(s),"48,7609","3,35045"
Mary-sur-Marne (77440),https://www.journaldunet.com/management/ville/mary-sur-marne/ville-77280,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77440,77280,"Marysiens, Marysiennes",1 132 hab.,n°8 927 ,510 hab/km²,"8,2 %",non,non,Aucune fleur,Aucune arobase,"2,2 km²",44 mètre(s),123 mètre(s),"49,0155","3,03314"
Valence-en-Brie (77830),https://www.journaldunet.com/management/ville/valence-en-brie/ville-77480,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77830,77480,"Valençois, Valençoises",1 016 hab.,n°9 796 ,92 hab/km²,"12,2 %",non,non,Aucune fleur,Aucune arobase,"11,0 km²",87 mètre(s),130 mètre(s),"48,4462","2,89307"
Vert-Saint-Denis (77240),https://www.journaldunet.com/management/ville/vert-saint-denis/ville-77495,Île-de-France,Seine-et-Marne,Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart,77240,77495,"Verdionysiens, Verdionysiennes",7 874 hab.,n°1 329 ,488 hab/km²,"10,7 %",non,non,1 fleur(s),Aucune arobase,"16,1 km²",70 mètre(s),105 mètre(s),"48,5712","2,62717"
Montereau-sur-le-Jard (77950),https://www.journaldunet.com/management/ville/montereau-sur-le-jard/ville-77306,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77950,77306,"Montjarciens, Montjarciennes",510 hab.,n°16 344 ,45 hab/km²,"5,8 %",non,non,Aucune fleur,Aucune arobase,"11,3 km²",79 mètre(s),98 mètre(s),"48,5963","2,67244"
Bassevelle (77750),https://www.journaldunet.com/management/ville/bassevelle/ville-77024,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77750,77024,"Bassevellois, Bassevelloises",377 hab.,n°19 405 ,22 hab/km²,"9,0 %",non,non,Aucune fleur,Aucune arobase,"17,5 km²",104 mètre(s),206 mètre(s),"48,9228","3,28207"
Montenils (77320),https://www.journaldunet.com/management/ville/montenils/ville-77304,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77320,77304,"Montenilois, Monteniloises",25 hab.,n°34 789 ,5 hab/km²,"0,0 %",non,non,Aucune fleur,Aucune arobase,"5,3 km²",162 mètre(s),201 mètre(s),"48,8353","3,47842"
Boissise-la-Bertrand (77350),https://www.journaldunet.com/management/ville/boissise-la-bertrand/ville-77039,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77350,77039,"Boissisiens, Boissisiennes",1 149 hab.,n°8 802 ,147 hab/km²,"6,4 %",non,non,1 fleur(s),Aucune arobase,"7,8 km²",37 mètre(s),81 mètre(s),"48,5339","2,58951"
Saint-Sauveur-sur-École (77930),https://www.journaldunet.com/management/ville/saint-sauveur-sur-ecole/ville-77435,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77930,77435,"Saint-Salvatoriens, Saint-Salvatoriennes",1 113 hab.,n°9 063 ,152 hab/km²,"5,6 %",non,non,Aucune fleur,Aucune arobase,"7,3 km²",42 mètre(s),83 mètre(s),"48,4997","2,53412"
Champeaux (77720),https://www.journaldunet.com/management/ville/champeaux/ville-77082,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77720,77082,nc,819 hab.,n°11 567 ,63 hab/km²,"6,7 %",non,non,Aucune fleur,Aucune arobase,"13,1 km²",71 mètre(s),104 mètre(s),"48,592","2,81118"
Maincy (77950),https://www.journaldunet.com/management/ville/maincy/ville-77269,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77950,77269,"Maincéens, Maincéennes",1 798 hab.,n°5 924 ,176 hab/km²,"6,9 %",non,non,Aucune fleur,Aucune arobase,"10,2 km²",42 mètre(s),103 mètre(s),"48,554","2,70615"
Thieux (77230),https://www.journaldunet.com/management/ville/thieux/ville-77462,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77230,77462,nc,892 hab.,n°10 834 ,74 hab/km²,"13,6 %",non,non,Aucune fleur,Aucune arobase,"12,1 km²",60 mètre(s),107 mètre(s),"49,0091","2,6631"
Mortcerf (77163),https://www.journaldunet.com/management/ville/mortcerf/ville-77318,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77163,77318,"Moressartois, Moressartoises",1 438 hab.,n°7 239 ,81 hab/km²,"7,7 %",non,non,Aucune fleur,Aucune arobase,"17,8 km²",74 mètre(s),140 mètre(s),"48,7829","2,90547"
Étrépilly (77139),https://www.journaldunet.com/management/ville/etrepilly/ville-77173,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77139,77173,nc,864 hab.,n°11 101 ,66 hab/km²,"5,7 %",non,non,Aucune fleur,Aucune arobase,"13,2 km²",66 mètre(s),140 mètre(s),"49,0421","2,93052"
Montmachoux (77940),https://www.journaldunet.com/management/ville/montmachoux/ville-77313,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77940,77313,"Michaomontois, Michaomontoises",250 hab.,n°23 809 ,56 hab/km²,"10,2 %",non,non,1 fleur(s),Aucune arobase,"4,4 km²",96 mètre(s),155 mètre(s),"48,32","2,99238"
Recloses (77760),https://www.journaldunet.com/management/ville/recloses/ville-77386,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77760,77386,"Reclosiots, Reclosiotes",623 hab.,n°14 225 ,67 hab/km²,"10,1 %",non,non,Aucune fleur,Aucune arobase,"9,4 km²",72 mètre(s),133 mètre(s),"48,3398","2,64269"
Dhuisy (77440),https://www.journaldunet.com/management/ville/dhuisy/ville-77157,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77440,77157,"Dhuiséens, Dhuiséennes",305 hab.,n°21 689 ,37 hab/km²,"12,5 %",non,non,Aucune fleur,Aucune arobase,"8,1 km²",117 mètre(s),211 mètre(s),"49,0358","3,16433"
Blennes (77940),https://www.journaldunet.com/management/ville/blennes/ville-77035,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77940,77035,"Blennois, Blennoises",556 hab.,n°15 396 ,27 hab/km²,"13,2 %",non,non,Aucune fleur,Aucune arobase,"20,3 km²",98 mètre(s),162 mètre(s),"48,2449","3,01198"
Bagneaux-sur-Loing (77167),https://www.journaldunet.com/management/ville/bagneaux-sur-loing/ville-77016,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77167,77016,"Balnéolitains, Balnéolitaines",1 645 hab.,n°6 425 ,313 hab/km²,"17,8 %",non,non,2 fleur(s),Aucune arobase,"5,3 km²",60 mètre(s),126 mètre(s),"48,2233","2,70751"
Lorrez-le-Bocage-Préaux (77710),https://www.journaldunet.com/management/ville/lorrez-le-bocage-preaux/ville-77261,Île-de-France,Seine-et-Marne,Communauté de communes Gâtinais Val de Loing,77710,77261,"Lorréziens, Lorréziennes",1 199 hab.,n°8 477 ,60 hab/km²,"14,3 %",non,non,Aucune fleur,Aucune arobase,"19,9 km²",89 mètre(s),148 mètre(s),"48,2397","2,89649"
Chaumes-en-Brie (77390),https://www.journaldunet.com/management/ville/chaumes-en-brie/ville-77107,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77390,77107,"Calmétiens, Calmétiennes",3 304 hab.,n°3 335 ,165 hab/km²,"8,3 %",non,non,Aucune fleur,Aucune arobase,"20,1 km²",67 mètre(s),116 mètre(s),"48,6672","2,84491"
Livry-sur-Seine (77000),https://www.journaldunet.com/management/ville/livry-sur-seine/ville-77255,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77000,77255,"Livryens, Livryennes",2 081 hab.,n°5 195 ,419 hab/km²,"7,8 %",non,non,Aucune fleur,Aucune arobase,"5,0 km²",37 mètre(s),85 mètre(s),"48,5051","2,68648"
Villeneuve-Saint-Denis (77174),https://www.journaldunet.com/management/ville/villeneuve-saint-denis/ville-77510,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77174,77510,"Vildyonisiens, Vildyonisiennes",955 hab.,n°10 290 ,129 hab/km²,"7,1 %",non,non,Aucune fleur,Aucune arobase,"7,4 km²",116 mètre(s),131 mètre(s),"48,8125","2,79329"
Le Plessis-Placy (77440),https://www.journaldunet.com/management/ville/le-plessis-placy/ville-77367,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77440,77367,nc,271 hab.,n°22 974 ,33 hab/km²,"12,5 %",non,non,Aucune fleur,Aucune arobase,"8,2 km²",89 mètre(s),149 mètre(s),"49,0533","2,98534"
Couilly-Pont-aux-Dames (77860),https://www.journaldunet.com/management/ville/couilly-pont-aux-dames/ville-77128,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77860,77128,"Colliaciens, Colliaciennes",2 125 hab.,n°5 097 ,447 hab/km²,"7,5 %",non,non,Aucune fleur,1 arobase(s),"4,8 km²",45 mètre(s),119 mètre(s),"48,8817","2,86534"
Montigny-sur-Loing (77690),https://www.journaldunet.com/management/ville/montigny-sur-loing/ville-77312,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77690,77312,"Montignons, Montignonnes",2 680 hab.,n°4 109 ,291 hab/km²,"8,3 %",non,non,Aucune fleur,Aucune arobase,"9,2 km²",49 mètre(s),136 mètre(s),"48,3413","2,75095"
Boissettes (77350),https://www.journaldunet.com/management/ville/boissettes/ville-77038,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77350,77038,"Boissettais, Boissettaises",404 hab.,n°18 687 ,262 hab/km²,"6,1 %",non,non,Aucune fleur,Aucune arobase,"1,5 km²",37 mètre(s),78 mètre(s),"48,5235","2,61464"
Armentières-en-Brie (77440),https://www.journaldunet.com/management/ville/armentieres-en-brie/ville-77008,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77440,77008,"Armentiérois, Armentiéroises",1 234 hab.,n°8 254 ,170 hab/km²,"18,1 %",non,non,Aucune fleur,Aucune arobase,"7,3 km²",47 mètre(s),113 mètre(s),"48,9806","3,01557"
Lizines (77650),https://www.journaldunet.com/management/ville/lizines/ville-77256,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77650,77256,"Lizinois, Lizinoises",186 hab.,n°26 823 ,32 hab/km²,"13,8 %",non,non,Aucune fleur,Aucune arobase,"5,8 km²",105 mètre(s),154 mètre(s),"48,5281","3,16533"
Poigny (77160),https://www.journaldunet.com/management/ville/poigny/ville-77368,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77160,77368,"Pognissiens, Pognissiennes",521 hab.,n°16 105 ,87 hab/km²,"7,1 %",non,non,Aucune fleur,Aucune arobase,"6,0 km²",81 mètre(s),164 mètre(s),"48,5449","3,27717"
Mitry-Mory (77290),https://www.journaldunet.com/management/ville/mitry-mory/ville-77294,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77290,77294,"Mitryens, Mitryennes",20 353 hab.,n°461 ,680 hab/km²,"12,2 %",non,non,1 fleur(s),4 arobase(s),"30,0 km²",53 mètre(s),106 mètre(s),"48,9779","2,61244"
Mouroux (77120),https://www.journaldunet.com/management/ville/mouroux/ville-77320,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77120,77320,"Mourousiens, Mourousiennes",5 557 hab.,n°1 984 ,331 hab/km²,"11,4 %",non,non,2 fleur(s),Aucune arobase,"16,8 km²",63 mètre(s),156 mètre(s),"48,8271","3,05089"
Châteaubleau (77370),https://www.journaldunet.com/management/ville/chateaubleau/ville-77098,Île-de-France,Seine-et-Marne,Communauté de communes Brie Nangissienne,77370,77098,"Castelblotins, Castelblotines",361 hab.,n°19 871 ,106 hab/km²,"9,9 %",non,non,Aucune fleur,Aucune arobase,"3,4 km²",120 mètre(s),150 mètre(s),"48,5831","3,10857"
Mons-en-Montois (77520),https://www.journaldunet.com/management/ville/mons-en-montois/ville-77298,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77520,77298,"Montoyens, Montoyennes",449 hab.,n°17 649 ,72 hab/km²,"9,7 %",non,non,Aucune fleur,Aucune arobase,"6,2 km²",66 mètre(s),146 mètre(s),"48,4912","3,13957"
Saint-Denis-lès-Rebais (77510),https://www.journaldunet.com/management/ville/saint-denis-les-rebais/ville-77406,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77510,77406,"Dionysiens, Dionysiennes",994 hab.,n°9 985 ,66 hab/km²,"10,6 %",non,non,Aucune fleur,Aucune arobase,"15,1 km²",90 mètre(s),177 mètre(s),"48,8451","3,19932"
Courpalay (77540),https://www.journaldunet.com/management/ville/courpalay/ville-77135,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77540,77135,"Courpaliens, Courpaliennes",1 305 hab.,n°7 886 ,90 hab/km²,"9,4 %",non,non,Aucune fleur,Aucune arobase,"14,6 km²",79 mètre(s),122 mètre(s),"48,6432","2,95364"
Sainte-Aulde (77260),https://www.journaldunet.com/management/ville/sainte-aulde/ville-77401,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77260,77401,"Saint-Aldais, Saint-Aldaises",668 hab.,n°13 472 ,77 hab/km²,"10,7 %",non,non,Aucune fleur,Aucune arobase,"8,6 km²",52 mètre(s),201 mètre(s),"49,0031","3,1746"
Saint-Germain-Laval (77130),https://www.journaldunet.com/management/ville/saint-germain-laval/ville-77409,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77130,77409,nc,2 732 hab.,n°4 031 ,309 hab/km²,"13,4 %",non,non,Aucune fleur,Aucune arobase,"8,9 km²",47 mètre(s),133 mètre(s),"48,409","2,99482"
Villenauxe-la-Petite (77480),https://www.journaldunet.com/management/ville/villenauxe-la-petite/ville-77507,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77480,77507,"Villenauxois, Villenauxoises",419 hab.,n°18 330 ,20 hab/km²,"11,7 %",non,non,Aucune fleur,Aucune arobase,"20,8 km²",56 mètre(s),138 mètre(s),"48,4004","3,31327"
Achères-la-Forêt (77760),https://www.journaldunet.com/management/ville/acheres-la-foret/ville-77001,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77760,77001,"Achèrois, Achèroises",1 134 hab.,n°8 905 ,90 hab/km²,"6,8 %",non,non,Aucune fleur,Aucune arobase,"12,6 km²",73 mètre(s),126 mètre(s),"48,3485","2,56457"
Beautheil-Saints (77120),https://www.journaldunet.com/management/ville/beautheil-saints/ville-77433,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77120,77433,"Saintais, Saintaises",1 992 hab.,n°5 409 ,99 hab/km²,"8,1 %",non,non,Aucune fleur,Aucune arobase,"20,0 km²",79 mètre(s),156 mètre(s),"48,7644","3,05923"
Marolles-en-Brie (77120),https://www.journaldunet.com/management/ville/marolles-en-brie/ville-77278,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77120,77278,"Marollais, Marollaises",406 hab.,n°18 650 ,45 hab/km²,"10,9 %",non,non,Aucune fleur,Aucune arobase,"9,1 km²",99 mètre(s),161 mètre(s),"48,7742","3,16145"
Bréau (77720),https://www.journaldunet.com/management/ville/breau/ville-77052,Île-de-France,Seine-et-Marne,Communauté de communes Brie Nangissienne,77720,77052,"Bréautins, Bréautines",336 hab.,n°20 617 ,249 hab/km²,"5,7 %",non,non,Aucune fleur,Aucune arobase,"1,4 km²",87 mètre(s),113 mètre(s),"48,5575","2,87973"
Chalautre-la-Petite (77160),https://www.journaldunet.com/management/ville/chalautre-la-petite/ville-77073,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77160,77073,"Chalautriers, Chalautrières",565 hab.,n°15 230 ,60 hab/km²,"6,7 %",non,non,Aucune fleur,Aucune arobase,"9,4 km²",71 mètre(s),161 mètre(s),"48,5273","3,31527"
Les Chapelles-Bourbon (77610),https://www.journaldunet.com/management/ville/les-chapelles-bourbon/ville-77091,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77610,77091,nc,473 hab.,n°17 117 ,74 hab/km²,"4,3 %",non,non,Aucune fleur,Aucune arobase,"6,4 km²",108 mètre(s),118 mètre(s),"48,7436","2,83655"
Barbey (77130),https://www.journaldunet.com/management/ville/barbey/ville-77021,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77130,77021,"Barbésiens, Barbésiennes",150 hab.,n°28 635 ,35 hab/km²,"13,8 %",non,non,Aucune fleur,Aucune arobase,"4,3 km²",50 mètre(s),59 mètre(s),"48,366","3,05001"
